Frame,Car_Count,Truck_Count,Bike_Count,Bus_Count,2_Wheeler_Count,3_Wheeler_Count,4_Wheeler_Count,6_Wheeler_Count,Other_Vehicles,Avg_Speed_kmh,Time_To_Cross_sec,Total_Vehicles,Total Vehicles,Vehicle Density,City
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.1746128423677801,0.0255697609783212,14,0.6666666666666666,0.6666666666666666,Bengaluru
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.4316113633707339,0.0261256253474152,14,0.6666666666666666,0.6666666666666666,Kakinada
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.4011464550459145,0.0266814897165091,14,0.6666666666666666,0.6666666666666666,Vizag
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.5570365240938044,0.0272373540856031,14,0.6666666666666666,0.6666666666666666,Hyderabad
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.4403839245740135,0.027793218454697,14,0.6666666666666666,0.6666666666666666,Vizag
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.4862033265719652,0.0283490828237909,14,0.6666666666666666,0.6666666666666666,Rajahmundry
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.4564027076596466,0.0289049471928849,14,0.6666666666666666,0.6666666666666666,Vizag
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.7869107282483014,0.0294608115619788,14,0.6666666666666666,0.6666666666666666,Samalkot
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.7369240848525611,0.0300166759310728,13,0.6190476190476191,0.619047619047619,Bengaluru
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.3657913034616213,0.0305725403001667,13,0.6190476190476191,0.619047619047619,Vizag
56,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.65,0.1410572155057892,0.0311284046692607,15,0.7142857142857142,0.7142857142857142,Kakinada
57,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.65,0.6792100980716445,0.0316842690383546,15,0.6190476190476191,0.619047619047619,Samalkot
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.4614512191452624,0.0322401334074485,15,0.7142857142857142,0.7142857142857142,Rajahmundry
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0920330443000623,0.0327959977765425,14,0.6666666666666666,0.6666666666666666,Vizag
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.5172533235397279,0.0333518621456364,14,0.6666666666666666,0.6666666666666666,Vizag
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.1670170954002841,0.0339077265147304,14,0.6666666666666666,0.6666666666666666,Hyderabad
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.9246233483295104,0.0344635908838243,14,0.6666666666666666,0.6666666666666666,Kakinada
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.91454930987571,0.0350194552529182,14,0.6666666666666666,0.6666666666666666,Hyderabad
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.9893045697080542,0.0355753196220122,14,0.6666666666666666,0.6666666666666666,Rajahmundry
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.995829921262759,0.0361311839911061,14,0.6666666666666666,0.6666666666666666,Kakinada
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.2370960834010176,0.0366870483602001,14,0.6666666666666666,0.6666666666666666,Kakinada
67,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.7000000000000001,0.5604867238625475,0.037242912729294,15,0.7142857142857142,0.7142857142857142,Kakinada
68,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0714285714285714,0.7000000000000001,0.6940458329540584,0.0377987770983879,16,0.7142857142857142,0.7142857142857142,Vijayawada
69,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.65,0.4675291272025739,0.0383546414674819,14,0.6190476190476191,0.619047619047619,Vijayawada
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0662366158763352,0.0389105058365758,14,0.6666666666666666,0.6666666666666666,Vizag
71,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.7000000000000001,0.2871450447723651,0.0394663702056698,15,0.7142857142857142,0.7142857142857142,Vizag
72,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.7000000000000001,0.6575358632349702,0.0400222345747637,15,0.6666666666666666,0.6666666666666666,Samalkot
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.4530328166153425,0.0405780989438576,15,0.7142857142857142,0.7142857142857142,Kakinada
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5221099515170584,0.0411339633129516,15,0.7142857142857142,0.7142857142857142,Rajahmundry
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.3293562497618452,0.0416898276820455,15,0.7142857142857142,0.7142857142857142,Samalkot
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7024759189222247,0.0422456920511395,15,0.7142857142857142,0.7142857142857142,Kakinada
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0771093906921205,0.0428015564202334,15,0.7142857142857142,0.7142857142857142,Bengaluru
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.6779927111603223,0.0433574207893274,15,0.7142857142857142,0.7142857142857142,Rajahmundry
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.6175797946931052,0.0439132851584213,15,0.7142857142857142,0.7142857142857142,Rajahmundry
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.9628392608842722,0.0444691495275152,15,0.7142857142857142,0.7142857142857142,Vizag
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.6008419397426683,0.0450250138966092,15,0.7142857142857142,0.7142857142857142,Bengaluru
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0158797977562179,0.0455808782657031,15,0.7142857142857142,0.7142857142857142,Bengaluru
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.405449268449199,0.0461367426347971,14,0.6666666666666666,0.6666666666666666,Vijayawada
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.3311126785212326,0.046692607003891,13,0.6190476190476191,0.619047619047619,Hyderabad
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.6973090658012211,0.0472484713729849,13,0.6190476190476191,0.619047619047619,Samalkot
86,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.65,0.557470799986316,0.0478043357420789,14,0.6666666666666666,0.6666666666666666,Samalkot
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.3212860560304067,0.0483602001111728,13,0.6190476190476191,0.619047619047619,Samalkot
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.2973130025428723,0.0489160644802668,13,0.6190476190476191,0.619047619047619,Samalkot
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.8314554728509727,0.0494719288493607,13,0.6190476190476191,0.619047619047619,Samalkot
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.3194280377709406,0.0500277932184547,13,0.6190476190476191,0.619047619047619,Kakinada
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.8438194915494817,0.0505836575875486,13,0.6190476190476191,0.619047619047619,Samalkot
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.623819314108736,0.0511395219566425,13,0.6190476190476191,0.619047619047619,Samalkot
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.1120498617636085,0.0516953863257365,13,0.6190476190476191,0.619047619047619,Vizag
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.8391817925239609,0.0522512506948304,13,0.6190476190476191,0.619047619047619,Rajahmundry
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.3381286314859983,0.0528071150639244,13,0.6190476190476191,0.619047619047619,Samalkot
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.7688978987646287,0.0533629794330183,13,0.6190476190476191,0.619047619047619,Rajahmundry
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.7451532934456788,0.0539188438021122,13,0.6190476190476191,0.619047619047619,Bengaluru
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.5745163051652811,0.0544747081712062,13,0.6190476190476191,0.619047619047619,Hyderabad
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.3856980426344456,0.0550305725403001,13,0.6190476190476191,0.619047619047619,Samalkot
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.3024428798306942,0.0555864369093941,12,0.5714285714285714,0.5714285714285713,Hyderabad
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.9031768919528538,0.056142301278488,12,0.5714285714285714,0.5714285714285713,Hyderabad
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.1439854389061614,0.0566981656475819,12,0.5714285714285714,0.5714285714285713,Hyderabad
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.2667864979978238,0.0572540300166759,12,0.5714285714285714,0.5714285714285713,Vijayawada
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.3835940514612552,0.0578098943857698,12,0.5714285714285714,0.5714285714285713,Rajahmundry
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.657596724053906,0.0583657587548638,12,0.5714285714285714,0.5714285714285713,Rajahmundry
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.2550796015548886,0.0589216231239577,12,0.5714285714285714,0.5714285714285713,Hyderabad
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.1226325710557214,0.0594774874930516,12,0.5714285714285714,0.5714285714285713,Rajahmundry
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.3840912314840097,0.0600333518621456,11,0.5238095238095237,0.5238095238095237,Kakinada
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.639820218185881,0.0605892162312395,11,0.5238095238095237,0.5238095238095237,Vijayawada
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.631202488912203,0.0611450806003335,11,0.5238095238095237,0.5238095238095237,Bengaluru
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5768246696543127,0.0617009449694274,11,0.5238095238095237,0.5238095238095237,Bengaluru
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5218497840669609,0.0622568093385213,11,0.5238095238095237,0.5238095238095237,Vijayawada
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0396667765298954,0.0628126737076153,11,0.5238095238095237,0.5238095238095237,Samalkot
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.263491998136665,0.0633685380767092,11,0.5238095238095237,0.5238095238095237,Hyderabad
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.3444155032557512,0.0639244024458032,11,0.5238095238095237,0.5238095238095237,Vijayawada
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3314062463275335,0.0644802668148971,10,0.4761904761904761,0.4761904761904761,Vijayawada
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9712974064383912,0.0650361311839911,10,0.4761904761904761,0.4761904761904761,Vijayawada
118,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.5,0.8038077081485411,0.065591995553085,11,0.5238095238095237,0.5238095238095237,Rajahmundry
119,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0714285714285714,0.5,0.1105451664088601,0.0661478599221789,12,0.5238095238095237,0.5238095238095237,Vijayawada
120,0.0,0.1428571428571428,0.0,0.0714285714285714,0.0,0.0,0.1428571428571428,0.0714285714285714,0.5,0.4023241702280968,0.0667037242912729,13,0.5714285714285714,0.5714285714285713,Bengaluru
121,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.55,0.4357955254057382,0.0672595886603668,13,0.5238095238095237,0.5238095238095237,Hyderabad
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.5324792193834134,0.0678154530294608,12,0.5714285714285714,0.5714285714285713,Samalkot
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.5207080367738346,0.0683713173985547,12,0.5714285714285714,0.5714285714285713,Vijayawada
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.768931134668092,0.0689271817676486,12,0.5714285714285714,0.5714285714285713,Vizag
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.4015156475302615,0.0694830461367426,12,0.5714285714285714,0.5714285714285713,Kakinada
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.1793038608693937,0.0700389105058365,12,0.5714285714285714,0.5714285714285713,Vizag
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.4081941495523919,0.0705947748749305,12,0.5714285714285714,0.5714285714285713,Vijayawada
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.1160482967118146,0.0711506392440244,12,0.5714285714285714,0.5714285714285713,Kakinada
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.4307130293786345,0.0717065036131184,12,0.5714285714285714,0.5714285714285713,Kakinada
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.3973893816048968,0.0722623679822123,12,0.5714285714285714,0.5714285714285713,Kakinada
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.905345363355794,0.0728182323513062,12,0.5714285714285714,0.5714285714285713,Vizag
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.5740598614690697,0.0733740967204002,12,0.5714285714285714,0.5714285714285713,Kakinada
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.8425335371142393,0.0739299610894941,11,0.5238095238095237,0.5238095238095237,Samalkot
134,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.5,0.0962387683498684,0.0744858254585881,11,0.5238095238095237,0.5238095238095237,Rajahmundry
135,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.5,0.7955928797219249,0.075041689827682,11,0.4761904761904761,0.4761904761904761,Bengaluru
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.4612094371525892,0.0755975541967759,11,0.5238095238095237,0.5238095238095237,Hyderabad
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.1335671452905922,0.0761534185658699,11,0.5238095238095237,0.5238095238095237,Vijayawada
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.3745624795562337,0.0767092829349638,11,0.5238095238095237,0.5238095238095237,Vijayawada
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.7620367653212132,0.0772651473040578,11,0.5238095238095237,0.5238095238095237,Vizag
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.265417770991895,0.0778210116731517,11,0.5238095238095237,0.5238095238095237,Samalkot
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.3877334396915899,0.0783768760422456,11,0.5238095238095237,0.5238095238095237,Bengaluru
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5346531688756877,0.0789327404113396,11,0.5238095238095237,0.5238095238095237,Samalkot
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.690781048041818,0.0794886047804335,11,0.5238095238095237,0.5238095238095237,Kakinada
144,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.55,0.1520271007542435,0.0800444691495275,12,0.5714285714285714,0.5714285714285713,Rajahmundry
145,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.55,0.2651659385383784,0.0806003335186214,12,0.5238095238095237,0.5238095238095237,Vizag
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.4059142233615793,0.0811561978877153,12,0.5714285714285714,0.5714285714285713,Hyderabad
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.8184520383168536,0.0817120622568093,12,0.5714285714285714,0.5714285714285713,Samalkot
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.9038776516808072,0.0822679266259032,12,0.5714285714285714,0.5714285714285713,Rajahmundry
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.8035400838914335,0.0828237909949972,12,0.5714285714285714,0.5714285714285713,Samalkot
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.7222701768746975,0.0833796553640911,12,0.5714285714285714,0.5714285714285713,Bengaluru
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.860434189252604,0.0839355197331851,12,0.5714285714285714,0.5714285714285713,Vijayawada
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.4568362623246667,0.084491384102279,12,0.5714285714285714,0.5714285714285713,Vijayawada
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.9101672244751002,0.0850472484713729,11,0.5238095238095237,0.5238095238095237,Bengaluru
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.4582362250326566,0.0856031128404669,11,0.5238095238095237,0.5238095238095237,Hyderabad
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5519720848586591,0.0861589772095608,11,0.5238095238095237,0.5238095238095237,Rajahmundry
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.7790926589741227,0.0867148415786548,11,0.5238095238095237,0.5238095238095237,Hyderabad
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.4911602545334543,0.0872707059477487,11,0.5238095238095237,0.5238095238095237,Vizag
